source,engine,relative_path,filename,file_size_bytes_json,object_count,top_dir,map_type_code,map_region,map_number,map_variant,map_suffix,canonical_name
CotC,UE4.26,Level/Area/V1_0_0/Plain/Map_TP_Plain_N0_1001_C1,Map_TP_Plain_N0_1001_C1,1149995,562,Area,TP,Plain,1001,C1,,TP_Plain_N0_1001_C1
CotC,UE4.26,Level/Area/V1_0_0/Plain/Map_TP_Plain_N0_2001_A1,Map_TP_Plain_N0_2001_A1,2913419,1559,Area,TP,Plain,2001,A1,,TP_Plain_N0_2001_A1
CotC,UE4.26,Level/Area/V1_0_0/Plain/Map_TP_Plain_N0_2001_B1,Map_TP_Plain_N0_2001_B1,2090739,910,Area,TP,Plain,2001,B1,,TP_Plain_N0_2001_B1
CotC,UE4.26,Level/Area/V1_0_0/Plain/Map_TP_Plain_N0_2001_C1,Map_TP_Plain_N0_2001_C1,1686496,941,Area,TP,Plain,2001,C1,,TP_Plain_N0_2001_C1
CotC,UE4.26,Level/Area/V1_0_0/Plain/Map_TP_Plain_N0_2001_D1,Map_TP_Plain_N0_2001_D1,1828822,823,Area,TP,Plain,2001,D1,,TP_Plain_N0_2001_D1
CotC,UE4.26,Level/Area/V1_0_0/Plain/Map_TP_Plain_N0_2002_A1,Map_TP_Plain_N0_2002_A1,4219853,1894,Area,TP,Plain,2002,A1,,TP_Plain_N0_2002_A1
CotC,UE4.26,Level/Area/V1_0_0/Plain/Map_TP_Plain_N0_2002_B1,Map_TP_Plain_N0_2002_B1,1044007,500,Area,TP,Plain,2002,B1,,TP_Plain_N0_2002_B1
CotC,UE4.26,Level/Area/V1_0_0/QPSCity/Map_BB_QPSCity_N0_1001_C1,Map_BB_QPSCity_N0_1001_C1,846125,470,Area,BB,QPSCity,1001,C1,,BB_QPSCity_N0_1001_C1
CotC,UE4.26,Level/Area/V1_0_0/QPSCity/Map_BB_QPSCity_N0_1003_A1,Map_BB_QPSCity_N0_1003_A1,67450,44,Area,BB,QPSCity,1003,A1,,BB_QPSCity_N0_1003_A1
CotC,UE4.26,Level/Area/V1_0_0/QPSCity/Map_BB_QPSCity_N0_2001_C1,Map_BB_QPSCity_N0_2001_C1,135054,72,Area,BB,QPSCity,2001,C1,,BB_QPSCity_N0_2001_C1
CotC,UE4.26,Level/Area/V1_0_0/QPSCity/Map_BB_QPSCity_N0_2001_C2,Map_BB_QPSCity_N0_2001_C2,41398,26,Area,BB,QPSCity,2001,C2,,BB_QPSCity_N0_2001_C2
CotC,UE4.26,Level/Area/V1_0_0/QPSCity/Map_BB_QPSCity_N0_2001_C3,Map_BB_QPSCity_N0_2001_C3,184527,73,Area,BB,QPSCity,2001,C3,,BB_QPSCity_N0_2001_C3
CotC,UE4.26,Level/Area/V1_0_0/QPSCity/Map_DB_QPSCity_N0_1001_A1,Map_DB_QPSCity_N0_1001_A1,760845,245,Area,DB,QPSCity,1001,A1,,DB_QPSCity_N0_1001_A1
CotC,UE4.26,Level/Area/V1_0_0/QPSCity/Map_DB_QPSCity_N0_1003_A1,Map_DB_QPSCity_N0_1003_A1,896349,316,Area,DB,QPSCity,1003,A1,,DB_QPSCity_N0_1003_A1
CotC,UE4.26,Level/Area/V1_0_0/QPSCity/Map_DB_QPSCity_N0_2001_A1,Map_DB_QPSCity_N0_2001_A1,950591,223,Area,DB,QPSCity,2001,A1,,DB_QPSCity_N0_2001_A1
CotC,UE4.26,Level/Area/V1_0_0/QPSCity/Map_DB_QPSCity_N0_2001_B1,Map_DB_QPSCity_N0_2001_B1,488078,190,Area,DB,QPSCity,2001,B1,,DB_QPSCity_N0_2001_B1
CotC,UE4.26,Level/Area/V1_0_0/QPSCity/Map_DB_QPSCity_N0_2001_C1,Map_DB_QPSCity_N0_2001_C1,375308,129,Area,DB,QPSCity,2001,C1,,DB_QPSCity_N0_2001_C1
CotC,UE4.26,Level/Area/V1_0_0/QPSCity/Map_DB_QPSCity_N0_2001_D1,Map_DB_QPSCity_N0_2001_D1,392128,165,Area,DB,QPSCity,2001,D1,,DB_QPSCity_N0_2001_D1
CotC,UE4.26,Level/Area/V1_0_0/QPSCity/Map_DP_QPSCity_N0_1001_A1,Map_DP_QPSCity_N0_1001_A1,3395604,1381,Area,DP,QPSCity,1001,A1,,DP_QPSCity_N0_1001_A1
CotC,UE4.26,Level/Area/V1_0_0/QPSCity/Map_DP_QPSCity_N0_1002_A1,Map_DP_QPSCity_N0_1002_A1,4570524,1853,Area,DP,QPSCity,1002,A1,,DP_QPSCity_N0_1002_A1
CotC,UE4.26,Level/Area/V1_0_0/QPSCity/Map_DP_QPSCity_N0_1003_A1,Map_DP_QPSCity_N0_1003_A1,7279884,4306,Area,DP,QPSCity,1003,A1,,DP_QPSCity_N0_1003_A1
CotC,UE4.26,Level/Area/V1_0_0/QPSCity/Map_DP_QPSCity_N0_2001_A1,Map_DP_QPSCity_N0_2001_A1,5246990,2924,Area,DP,QPSCity,2001,A1,,DP_QPSCity_N0_2001_A1
CotC,UE4.26,Level/Area/V1_0_0/QPSCity/Map_DP_QPSCity_N0_2001_B1,Map_DP_QPSCity_N0_2001_B1,4229070,2146,Area,DP,QPSCity,2001,B1,,DP_QPSCity_N0_2001_B1
CotC,UE4.26,Level/Area/V1_0_0/QPSCity/Map_DP_QPSCity_N0_2001_B2,Map_DP_QPSCity_N0_2001_B2,5379054,2807,Area,DP,QPSCity,2001,B2,,DP_QPSCity_N0_2001_B2
CotC,UE4.26,Level/Area/V1_0_0/QPSCity/Map_DP_QPSCity_N0_2001_B3,Map_DP_QPSCity_N0_2001_B3,1456840,652,Area,DP,QPSCity,2001,B3,,DP_QPSCity_N0_2001_B3
CotC,UE4.26,Level/Area/V1_0_0/QPSCity/Map_DP_QPSCity_N0_2001_B4,Map_DP_QPSCity_N0_2001_B4,1966465,1048,Area,DP,QPSCity,2001,B4,,DP_QPSCity_N0_2001_B4
CotC,UE4.26,Level/Area/V1_0_0/QPSCity/Map_DP_QPSCity_N0_2001_C1,Map_DP_QPSCity_N0_2001_C1,2974551,1492,Area,DP,QPSCity,2001,C1,,DP_QPSCity_N0_2001_C1
CotC,UE4.26,Level/Area/V1_0_0/QPSCity/Map_DP_QPSCity_N0_2001_C2,Map_DP_QPSCity_N0_2001_C2,310976,131,Area,DP,QPSCity,2001,C2,,DP_QPSCity_N0_2001_C2
CotC,UE4.26,Level/Area/V1_0_0/QPSCity/Map_DP_QPSCity_N0_2001_D1,Map_DP_QPSCity_N0_2001_D1,1582483,640,Area,DP,QPSCity,2001,D1,,DP_QPSCity_N0_2001_D1
CotC,UE4.26,Level/Area/V1_0_0/QPSCity/Map_EV_QPSCity_N0_0001_A1,Map_EV_QPSCity_N0_0001_A1,3430896,357,Area,EV,QPSCity,0001,A1,,EV_QPSCity_N0_0001_A1
CotC,UE4.26,Level/Area/V1_0_0/QPSCity/Map_EV_QPSCity_N0_0001_B1,Map_EV_QPSCity_N0_0001_B1,236920,156,Area,EV,QPSCity,0001,B1,,EV_QPSCity_N0_0001_B1
CotC,UE4.26,Level/Area/V1_0_0/QPSCity/Map_EV_QPSCity_N0_1001_C1,Map_EV_QPSCity_N0_1001_C1,1192275,824,Area,EV,QPSCity,1001,C1,,EV_QPSCity_N0_1001_C1
CotC,UE4.26,Level/Area/V1_0_0/QPSCity/Map_EV_QPSCity_N0_2001_C2,Map_EV_QPSCity_N0_2001_C2,77885,57,Area,EV,QPSCity,2001,C2,,EV_QPSCity_N0_2001_C2
CotC,UE4.26,Level/Area/V1_0_0/QPSCity/Map_EV_QPSCity_N0_2001_C3,Map_EV_QPSCity_N0_2001_C3,37729,31,Area,EV,QPSCity,2001,C3,,EV_QPSCity_N0_2001_C3
CotC,UE4.26,Level/Area/V1_0_0/QPSCity/Map_FB_QPSCity_N0_1001_A1,Map_FB_QPSCity_N0_1001_A1,793928,153,Area,FB,QPSCity,1001,A1,,FB_QPSCity_N0_1001_A1
CotC,UE4.26,Level/Area/V1_0_0/QPSCity/Map_FP_QPSCity_N0_1001_A1,Map_FP_QPSCity_N0_1001_A1,5602454,1742,Area,FP,QPSCity,1001,A1,,FP_QPSCity_N0_1001_A1
CotC,UE4.26,Level/Area/V1_0_0/QPSCity/Map_FP_QPSCity_N0_2001_A1,Map_FP_QPSCity_N0_2001_A1,4084177,1336,Area,FP,QPSCity,2001,A1,,FP_QPSCity_N0_2001_A1
CotC,UE4.26,Level/Area/V1_0_0/QPSCity/Map_TB_QPSCity_N0_1001_A1,Map_TB_QPSCity_N0_1001_A1,842262,307,Area,TB,QPSCity,1001,A1,,TB_QPSCity_N0_1001_A1
CotC,UE4.26,Level/Area/V1_0_0/QPSCity/Map_TB_QPSCity_N0_1001_B1,Map_TB_QPSCity_N0_1001_B1,853029,250,Area,TB,QPSCity,1001,B1,,TB_QPSCity_N0_1001_B1
CotC,UE4.26,Level/Area/V1_0_0/QPSCity/Map_TP_QPSCity_N0_1001_A1,Map_TP_QPSCity_N0_1001_A1,6654682,3779,Area,TP,QPSCity,1001,A1,,TP_QPSCity_N0_1001_A1
CotC,UE4.26,Level/Area/V1_0_0/QPSCity/Map_TP_QPSCity_N0_1001_B1,Map_TP_QPSCity_N0_1001_B1,4199964,2068,Area,TP,QPSCity,1001,B1,,TP_QPSCity_N0_1001_B1
CotC,UE4.26,Level/Area/V1_0_0/QPSCity/Map_TP_QPSCity_N0_1001_C1,Map_TP_QPSCity_N0_1001_C1,2208220,1306,Area,TP,QPSCity,1001,C1,,TP_QPSCity_N0_1001_C1
CotC,UE4.26,Level/Area/V1_0_0/QPSCity/Map_TP_QPSCity_N0_1001_D1,Map_TP_QPSCity_N0_1001_D1,2627180,1621,Area,TP,QPSCity,1001,D1,,TP_QPSCity_N0_1001_D1
CotC,UE4.26,Level/Area/V1_0_0/QPSCity/Map_TP_QPSCity_N0_2001_A1,Map_TP_QPSCity_N0_2001_A1,6966244,2571,Area,TP,QPSCity,2001,A1,,TP_QPSCity_N0_2001_A1
CotC,UE4.26,Level/Area/V1_0_0/QPSCity/Map_TP_QPSCity_N0_2001_A2,Map_TP_QPSCity_N0_2001_A2,4001244,1292,Area,TP,QPSCity,2001,A2,,TP_QPSCity_N0_2001_A2
CotC,UE4.26,Level/Area/V1_0_0/QPSCity/Map_TP_QPSCity_N0_2001_B1,Map_TP_QPSCity_N0_2001_B1,2453527,975,Area,TP,QPSCity,2001,B1,,TP_QPSCity_N0_2001_B1
CotC,UE4.26,Level/Area/V1_0_0/QPSCity1/Map_DP_QPSCity1_N0_3001_A1,Map_DP_QPSCity1_N0_3001_A1,4435194,1791,Area,DP,QPSCity1,3001,A1,,DP_QPSCity1_N0_3001_A1
CotC,UE4.26,Level/Area/V1_0_0/QPSCity1/Map_EV_QPSCity1_N0_3002_A1,Map_EV_QPSCity1_N0_3002_A1,1698728,352,Area,EV,QPSCity1,3002,A1,,EV_QPSCity1_N0_3002_A1
CotC,UE4.26,Level/Area/V1_0_0/QPSCity1/Map_FP_QPSCity1_N0_3001_A1,Map_FP_QPSCity1_N0_3001_A1,3881132,994,Area,FP,QPSCity1,3001,A1,,FP_QPSCity1_N0_3001_A1
CotC,UE4.26,Level/Area/V1_0_0/QPSCity1/Map_FP_QPSCity1_N0_3002_A1,Map_FP_QPSCity1_N0_3002_A1,8317779,1879,Area,FP,QPSCity1,3002,A1,,FP_QPSCity1_N0_3002_A1
CotC,UE4.26,Level/Area/V1_0_0/QPSCity1/Map_TB_QPSCity1_N0_3001_A1,Map_TB_QPSCity1_N0_3001_A1,1109162,262,Area,TB,QPSCity1,3001,A1,,TB_QPSCity1_N0_3001_A1
CotC,UE4.26,Level/Area/V1_0_0/QPSCity1/Map_TP_QPSCity1_N0_3001_A1,Map_TP_QPSCity1_N0_3001_A1,5634584,1879,Area,TP,QPSCity1,3001,A1,,TP_QPSCity1_N0_3001_A1
CotC,UE4.26,Level/Area/V1_0_0/QPSDesert/Map_BB_QPSDesert_N0_1001_A2,Map_BB_QPSDesert_N0_1001_A2,651110,181,Area,BB,QPSDesert,1001,A2,,BB_QPSDesert_N0_1001_A2
CotC,UE4.26,Level/Area/V1_0_0/QPSDesert/Map_DB_QPSDesert_N0_1001_A1,Map_DB_QPSDesert_N0_1001_A1,603271,148,Area,DB,QPSDesert,1001,A1,,DB_QPSDesert_N0_1001_A1
CotC,UE4.26,Level/Area/V1_0_0/QPSDesert/Map_DP_QPSDesert_N0_1001_A1,Map_DP_QPSDesert_N0_1001_A1,3120187,1133,Area,DP,QPSDesert,1001,A1,,DP_QPSDesert_N0_1001_A1
CotC,UE4.26,Level/Area/V1_0_0/QPSDesert/Map_DP_QPSDesert_N0_1001_A2,Map_DP_QPSDesert_N0_1001_A2,2052800,657,Area,DP,QPSDesert,1001,A2,,DP_QPSDesert_N0_1001_A2
CotC,UE4.26,Level/Area/V1_0_0/QPSDesert/Map_EV_QPSDesert_N0_1001_A1,Map_EV_QPSDesert_N0_1001_A1,1379820,345,Area,EV,QPSDesert,1001,A1,,EV_QPSDesert_N0_1001_A1
CotC,UE4.26,Level/Area/V1_0_0/QPSDesert/Map_EV_QPSDesert_N0_1002_A1,Map_EV_QPSDesert_N0_1002_A1,761710,241,Area,EV,QPSDesert,1002,A1,,EV_QPSDesert_N0_1002_A1
CotC,UE4.26,Level/Area/V1_0_0/QPSDesert/Map_FB_QPSDesert_N0_1001_A1,Map_FB_QPSDesert_N0_1001_A1,457044,119,Area,FB,QPSDesert,1001,A1,,FB_QPSDesert_N0_1001_A1
CotC,UE4.26,Level/Area/V1_0_0/QPSDesert/Map_FP_QPSDesert_N0_1001_A1,Map_FP_QPSDesert_N0_1001_A1,3761851,1332,Area,FP,QPSDesert,1001,A1,,FP_QPSDesert_N0_1001_A1
CotC,UE4.26,Level/Area/V1_0_0/QPSDesert/Map_TB_QPSDesert_N0_1001_A1,Map_TB_QPSDesert_N0_1001_A1,572696,162,Area,TB,QPSDesert,1001,A1,,TB_QPSDesert_N0_1001_A1
CotC,UE4.26,Level/Area/V1_0_0/QPSDesert/Map_TP_QPSDesert_N0_1001_A1,Map_TP_QPSDesert_N0_1001_A1,2703814,867,Area,TP,QPSDesert,1001,A1,,TP_QPSDesert_N0_1001_A1
CotC,UE4.26,Level/Area/V1_0_0/QPSForest/Map_BB_QPSForest_N0_1001_A1,Map_BB_QPSForest_N0_1001_A1,1105718,289,Area,BB,QPSForest,1001,A1,,BB_QPSForest_N0_1001_A1
CotC,UE4.26,Level/Area/V1_0_0/QPSForest/Map_DB_QPSForest_N0_1001_A1,Map_DB_QPSForest_N0_1001_A1,1346013,110,Area,DB,QPSForest,1001,A1,,DB_QPSForest_N0_1001_A1
CotC,UE4.26,Level/Area/V1_0_0/QPSForest/Map_DB_QPSForest_N0_1002_A1,Map_DB_QPSForest_N0_1002_A1,1904940,102,Area,DB,QPSForest,1002,A1,,DB_QPSForest_N0_1002_A1
CotC,UE4.26,Level/Area/V1_0_0/QPSForest/Map_DP_QPSForest_N0_1001_A1,Map_DP_QPSForest_N0_1001_A1,3479045,1019,Area,DP,QPSForest,1001,A1,,DP_QPSForest_N0_1001_A1
CotC,UE4.26,Level/Area/V1_0_0/QPSForest/Map_DP_QPSForest_N0_1002_A1,Map_DP_QPSForest_N0_1002_A1,4937176,962,Area,DP,QPSForest,1002,A1,,DP_QPSForest_N0_1002_A1
CotC,UE4.26,Level/Area/V1_0_0/QPSForest/Map_FB_QPSForest_N0_1001_A1,Map_FB_QPSForest_N0_1001_A1,1419018,136,Area,FB,QPSForest,1001,A1,,FB_QPSForest_N0_1001_A1
CotC,UE4.26,Level/Area/V1_0_0/QPSForest/Map_FP_QPSForest_N0_1001_A1,Map_FP_QPSForest_N0_1001_A1,5552254,1829,Area,FP,QPSForest,1001,A1,,FP_QPSForest_N0_1001_A1
CotC,UE4.26,Level/Area/V1_0_0/QPSForest/Map_FP_QPSForest_N0_1002_A1,Map_FP_QPSForest_N0_1002_A1,6186547,1451,Area,FP,QPSForest,1002,A1,,FP_QPSForest_N0_1002_A1
CotC,UE4.26,Level/Area/V1_0_0/QPSForest/Map_TB_QPSForest_N0_1001_A1,Map_TB_QPSForest_N0_1001_A1,1479866,247,Area,TB,QPSForest,1001,A1,,TB_QPSForest_N0_1001_A1
CotC,UE4.26,Level/Area/V1_0_0/QPSForest/Map_TP_QPSForest_N0_1001_A1,Map_TP_QPSForest_N0_1001_A1,6085163,2560,Area,TP,QPSForest,1001,A1,,TP_QPSForest_N0_1001_A1
CotC,UE4.26,Level/Area/V1_0_0/QPSForest/Map_TP_QPSForest_N0_1001_B1,Map_TP_QPSForest_N0_1001_B1,2697955,1115,Area,TP,QPSForest,1001,B1,,TP_QPSForest_N0_1001_B1
CotC,UE4.26,Level/Area/V1_0_0/QPSGacha/Map_EV_QPSGacha_N0_0001_A1,Map_EV_QPSGacha_N0_0001_A1,164739,115,Area,EV,QPSGacha,0001,A1,,EV_QPSGacha_N0_0001_A1
CotC,UE4.26,Level/Area/V1_0_0/QPSIsland/Map_DB_QPSIsland_N0_1001_A1,Map_DB_QPSIsland_N0_1001_A1,1625119,255,Area,DB,QPSIsland,1001,A1,,DB_QPSIsland_N0_1001_A1
CotC,UE4.26,Level/Area/V1_0_0/QPSIsland/Map_DP_QPSIsland_N0_1001_A1,Map_DP_QPSIsland_N0_1001_A1,3740919,1015,Area,DP,QPSIsland,1001,A1,,DP_QPSIsland_N0_1001_A1
CotC,UE4.26,Level/Area/V1_0_0/QPSIsland/Map_EV_QPSIsland_N0_0001_A1,Map_EV_QPSIsland_N0_0001_A1,1160552,346,Area,EV,QPSIsland,0001,A1,,EV_QPSIsland_N0_0001_A1
CotC,UE4.26,Level/Area/V1_0_0/QPSIsland/Map_FB_QPSIsland_N0_1001_A1,Map_FB_QPSIsland_N0_1001_A1,709121,102,Area,FB,QPSIsland,1001,A1,,FB_QPSIsland_N0_1001_A1
CotC,UE4.26,Level/Area/V1_0_0/QPSIsland/Map_FP_QPSIsland_N0_1001_A1,Map_FP_QPSIsland_N0_1001_A1,3848102,1223,Area,FP,QPSIsland,1001,A1,,FP_QPSIsland_N0_1001_A1
CotC,UE4.26,Level/Area/V1_0_0/QPSIsland/Map_FP_QPSIsland_N0_1002_A1,Map_FP_QPSIsland_N0_1002_A1,3992128,1322,Area,FP,QPSIsland,1002,A1,,FP_QPSIsland_N0_1002_A1
CotC,UE4.26,Level/Area/V1_0_0/QPSIsland/Map_TB_QPSIsland_N0_1001_A1,Map_TB_QPSIsland_N0_1001_A1,833981,228,Area,TB,QPSIsland,1001,A1,,TB_QPSIsland_N0_1001_A1
CotC,UE4.26,Level/Area/V1_0_0/QPSIsland/Map_TP_QPSIsland_N0_1001_A1,Map_TP_QPSIsland_N0_1001_A1,6857101,2925,Area,TP,QPSIsland,1001,A1,,TP_QPSIsland_N0_1001_A1
CotC,UE4.26,Level/Area/V1_0_0/QPSMount/Map_BB_QPSMount_N0_1001_C1,Map_BB_QPSMount_N0_1001_C1,1210124,361,Area,BB,QPSMount,1001,C1,,BB_QPSMount_N0_1001_C1
CotC,UE4.26,Level/Area/V1_0_0/QPSMount/Map_DB_QPSMount_N0_1001_A1,Map_DB_QPSMount_N0_1001_A1,790650,313,Area,DB,QPSMount,1001,A1,,DB_QPSMount_N0_1001_A1
CotC,UE4.26,Level/Area/V1_0_0/QPSMount/Map_DB_QPSMount_N0_1001_A2,Map_DB_QPSMount_N0_1001_A2,788499,362,Area,DB,QPSMount,1001,A2,,DB_QPSMount_N0_1001_A2
CotC,UE4.26,Level/Area/V1_0_0/QPSMount/Map_DP_QPSMount_N0_1001_A1,Map_DP_QPSMount_N0_1001_A1,5589918,1903,Area,DP,QPSMount,1001,A1,,DP_QPSMount_N0_1001_A1
CotC,UE4.26,Level/Area/V1_0_0/QPSMount/Map_DP_QPSMount_N0_1001_A2,Map_DP_QPSMount_N0_1001_A2,5608788,2231,Area,DP,QPSMount,1001,A2,,DP_QPSMount_N0_1001_A2
CotC,UE4.26,Level/Area/V1_0_0/QPSMount/Map_DP_QPSMount_N0_1001_B1,Map_DP_QPSMount_N0_1001_B1,4697601,1819,Area,DP,QPSMount,1001,B1,,DP_QPSMount_N0_1001_B1
CotC,UE4.26,Level/Area/V1_0_0/QPSMount/Map_DP_QPSMount_N0_1001_B2,Map_DP_QPSMount_N0_1001_B2,9358958,3573,Area,DP,QPSMount,1001,B2,,DP_QPSMount_N0_1001_B2
CotC,UE4.26,Level/Area/V1_0_0/QPSMount/Map_DP_QPSMount_N0_1001_C1,Map_DP_QPSMount_N0_1001_C1,2926106,1213,Area,DP,QPSMount,1001,C1,,DP_QPSMount_N0_1001_C1
CotC,UE4.26,Level/Area/V1_0_0/QPSMount/Map_EV_QPSMount_N0_1001_A1,Map_EV_QPSMount_N0_1001_A1,1406922,167,Area,EV,QPSMount,1001,A1,,EV_QPSMount_N0_1001_A1
CotC,UE4.26,Level/Area/V1_0_0/QPSMount/Map_FB_QPSMount_N0_1001_A1,Map_FB_QPSMount_N0_1001_A1,1010624,115,Area,FB,QPSMount,1001,A1,,FB_QPSMount_N0_1001_A1
CotC,UE4.26,Level/Area/V1_0_0/QPSMount/Map_FB_QPSMount_N0_1002_A1,Map_FB_QPSMount_N0_1002_A1,1125678,107,Area,FB,QPSMount,1002,A1,,FB_QPSMount_N0_1002_A1
CotC,UE4.26,Level/Area/V1_0_0/QPSMount/Map_FP_QPSMount_N0_1001_A1,Map_FP_QPSMount_N0_1001_A1,5598531,1659,Area,FP,QPSMount,1001,A1,,FP_QPSMount_N0_1001_A1
CotC,UE4.26,Level/Area/V1_0_0/QPSMount/Map_FP_QPSMount_N0_1002_A1,Map_FP_QPSMount_N0_1002_A1,5765156,1700,Area,FP,QPSMount,1002,A1,,FP_QPSMount_N0_1002_A1
CotC,UE4.26,Level/Area/V1_0_0/QPSMount/Map_TB_QPSMount_N0_1001_A1,Map_TB_QPSMount_N0_1001_A1,1403089,188,Area,TB,QPSMount,1001,A1,,TB_QPSMount_N0_1001_A1
CotC,UE4.26,Level/Area/V1_0_0/QPSMount/Map_TB_QPSMount_N0_2001_A1,Map_TB_QPSMount_N0_2001_A1,705777,315,Area,TB,QPSMount,2001,A1,,TB_QPSMount_N0_2001_A1
CotC,UE4.26,Level/Area/V1_0_0/QPSMount/Map_TP_QPSMount_N0_1001_A1,Map_TP_QPSMount_N0_1001_A1,5885513,2558,Area,TP,QPSMount,1001,A1,,TP_QPSMount_N0_1001_A1
CotC,UE4.26,Level/Area/V1_0_0/QPSMount/Map_TP_QPSMount_N0_1002_A1,Map_TP_QPSMount_N0_1002_A1,5227977,1795,Area,TP,QPSMount,1002,A1,,TP_QPSMount_N0_1002_A1
CotC,UE4.26,Level/Area/V1_0_0/QPSMount/Map_TP_QPSMount_N0_2001_A1,Map_TP_QPSMount_N0_2001_A1,2611383,1464,Area,TP,QPSMount,2001,A1,,TP_QPSMount_N0_2001_A1
CotC,UE4.26,Level/Area/V1_0_0/QPSOther/Map_BB_QPSOther_N0_1002_A1,Map_BB_QPSOther_N0_1002_A1,44789,29,Area,BB,QPSOther,1002,A1,,BB_QPSOther_N0_1002_A1
CotC,UE4.26,Level/Area/V1_0_0/QPSOther/Map_DB_QPSOther_N0_1002_A1,Map_DB_QPSOther_N0_1002_A1,5137,5,Area,DB,QPSOther,1002,A1,,DB_QPSOther_N0_1002_A1
CotC,UE4.26,Level/Area/V1_0_0/QPSOther/Map_DP_QPSOther_N0_1001_A1,Map_DP_QPSOther_N0_1001_A1,3078917,1002,Area,DP,QPSOther,1001,A1,,DP_QPSOther_N0_1001_A1
CotC,UE4.26,Level/Area/V1_0_0/QPSOther/Map_DP_QPSOther_N0_1002_A1,Map_DP_QPSOther_N0_1002_A1,4450242,2492,Area,DP,QPSOther,1002,A1,,DP_QPSOther_N0_1002_A1
CotC,UE4.26,Level/Area/V1_0_0/QPSOther/Map_EV_QPSOther_N0_0010_A1,Map_EV_QPSOther_N0_0010_A1,152607,60,Area,EV,QPSOther,0010,A1,,EV_QPSOther_N0_0010_A1
CotC,UE4.26,Level/Area/V1_0_0/QPSOther/Map_EV_QPSOther_N0_1002_A1,Map_EV_QPSOther_N0_1002_A1,449959,240,Area,EV,QPSOther,1002,A1,,EV_QPSOther_N0_1002_A1
CotC,UE4.26,Level/Area/V1_0_0/QPSOther/Map_EV_QPSOther_N0_1002_A2,Map_EV_QPSOther_N0_1002_A2,565143,322,Area,EV,QPSOther,1002,A2,,EV_QPSOther_N0_1002_A2
CotC,UE4.26,Level/Area/V1_0_0/QPSOther/Map_EV_QPSOther_N0_1003_A1,Map_EV_QPSOther_N0_1003_A1,1561610,521,Area,EV,QPSOther,1003,A1,,EV_QPSOther_N0_1003_A1
CotC,UE4.26,Level/Area/V1_0_0/QPSOther/Map_EV_QPSOther_N0_1004_A1,Map_EV_QPSOther_N0_1004_A1,1644556,546,Area,EV,QPSOther,1004,A1,,EV_QPSOther_N0_1004_A1
CotC,UE4.26,Level/Area/V1_0_0/QPSOther/Map_EV_QPSOther_N0_1005_A1,Map_EV_QPSOther_N0_1005_A1,770293,214,Area,EV,QPSOther,1005,A1,,EV_QPSOther_N0_1005_A1
CotC,UE4.26,Level/Area/V1_0_0/QPSOther/Map_FB_QPSOther_N0_0001_A1,Map_FB_QPSOther_N0_0001_A1,319985,106,Area,FB,QPSOther,0001,A1,,FB_QPSOther_N0_0001_A1
CotC,UE4.26,Level/Area/V1_0_0/QPSOther/Map_FP_QPSOther_N0_0001_A1,Map_FP_QPSOther_N0_0001_A1,4041352,1316,Area,FP,QPSOther,0001,A1,,FP_QPSOther_N0_0001_A1
CotC,UE4.26,Level/Area/V1_0_0/QPSSea/Map_BB_QPSSea_N0_1001_B1,Map_BB_QPSSea_N0_1001_B1,339981,104,Area,BB,QPSSea,1001,B1,,BB_QPSSea_N0_1001_B1
CotC,UE4.26,Level/Area/V1_0_0/QPSSea/Map_DB_QPSSea_N0_1001_A1,Map_DB_QPSSea_N0_1001_A1,1716231,617,Area,DB,QPSSea,1001,A1,,DB_QPSSea_N0_1001_A1
CotC,UE4.26,Level/Area/V1_0_0/QPSSea/Map_DB_QPSSea_N0_1001_B1,Map_DB_QPSSea_N0_1001_B1,768228,221,Area,DB,QPSSea,1001,B1,,DB_QPSSea_N0_1001_B1
CotC,UE4.26,Level/Area/V1_0_0/QPSSea/Map_DB_QPSSea_N0_1002_A1,Map_DB_QPSSea_N0_1002_A1,381985,98,Area,DB,QPSSea,1002,A1,,DB_QPSSea_N0_1002_A1
CotC,UE4.26,Level/Area/V1_0_0/QPSSea/Map_DP_QPSSea_N0_1001_A1,Map_DP_QPSSea_N0_1001_A1,2395806,1193,Area,DP,QPSSea,1001,A1,,DP_QPSSea_N0_1001_A1
CotC,UE4.26,Level/Area/V1_0_0/QPSSea/Map_DP_QPSSea_N0_1001_A2,Map_DP_QPSSea_N0_1001_A2,3221457,1514,Area,DP,QPSSea,1001,A2,,DP_QPSSea_N0_1001_A2
CotC,UE4.26,Level/Area/V1_0_0/QPSSea/Map_DP_QPSSea_N0_1001_A3,Map_DP_QPSSea_N0_1001_A3,4749965,2384,Area,DP,QPSSea,1001,A3,,DP_QPSSea_N0_1001_A3
CotC,UE4.26,Level/Area/V1_0_0/QPSSea/Map_DP_QPSSea_N0_1001_B1,Map_DP_QPSSea_N0_1001_B1,5063867,1839,Area,DP,QPSSea,1001,B1,,DP_QPSSea_N0_1001_B1
CotC,UE4.26,Level/Area/V1_0_0/QPSSea/Map_DP_QPSSea_N0_1001_B2,Map_DP_QPSSea_N0_1001_B2,403715,152,Area,DP,QPSSea,1001,B2,,DP_QPSSea_N0_1001_B2
