object_type,cotc_count,ot0_count,difference,in_cotc_only,in_ot0_only,in_both
GodRayAnimation_Blueprint_A_C,4,3,-1,False,False,True
BPi_Flipbook_Grass_B_MB_C,4,0,-4,True,False,False
BPi_FoliageGrass_B_MA_Snow_C,4,0,-4,True,False,False
BPi_Mansion_C_Wall_200_2F_Room_C,4,0,-4,True,False,False
BPi_Mansion_C_Wall_Deco_Mirror_Room_C,4,0,-4,True,False,False
BPi_Mansion_C_Wall_Door_A_2F_C,4,0,-4,True,False,False
objmd_fakeforest_plane_a_1_Blueprint_C,4,0,-4,True,False,False
BPi_Mansion_C_Window_400_Room_C,4,0,-4,True,False,False
BPI_Obj_Lamp_Castle_Wall_A_SL2_on_C,4,0,-4,True,False,False
BP_FoliageGrass_A_MA_C,4,0,-4,True,False,False
BP_City_B_Outdoor_BuildingSet_B_Half_C,4,0,-4,True,False,False
BP_Chandelier_B_Residence_A_Hell_C,4,0,-4,True,False,False
BP_Chandelier_B_Residence_A_Grow_C,4,0,-4,True,False,False
BPI_Bernstein_Temple_Fence_Base_C_C,4,0,-4,True,False,False
BPI_Bernstein_Temple_Fence_Base_E_C,4,0,-4,True,False,False
BPI_Bernstein_Temple_Fence_Base_G_C,4,0,-4,True,False,False
SpotLightComponent,4,3856,3852,False,False,True
SpotLight,4,3039,3035,False,False,True
BPI_Pillar_A_S_C,4,4,0,False,False,True
BPI_Obj_Torch_Wall_Hornburg_B_EnvSound_C,4,0,-4,True,False,False
BPI_Obj_Candle_A_on_Hell_C,4,0,-4,True,False,False
BPI_Obj_Torch_Hang_B_Hornburg_C,4,0,-4,True,False,False
BPI_Obj_Torch_A_HellCliff_Decal_NoLod_C,4,0,-4,True,False,False
BPI_Obj_Tatrocha_Lamp_A_on_C,4,0,-4,True,False,False
BPI_Obj_Seed_Switch_C_On_C,4,0,-4,True,False,False
BPI_Obj_Seed_Switch_B_On_C,4,0,-4,True,False,False
ParticleModuleCollisionGPU,4,4,0,False,False,True
BPI_Obj_Lamp_Castle_Wall_A_SR2_on_C,4,0,-4,True,False,False
BPI_Obj_Com_KitchenSet_Dirty_A_C,4,2,-2,False,False,True
BPI_Obj_Com_KitchenSet_Dish_A_C,4,2,-2,False,False,True
BPI_Obj_Lamp_Castle_Wall_A_F2_on_Hell_C,4,0,-4,True,False,False
BPI_Obj_Edlus_Candle_B_L_on_C,4,4,0,False,False,True
BPI_Obj_Edlus_Candle_B_R_on_C,4,4,0,False,False,True
BP_EnvObjMD_Canoe_A_C,4,0,-4,True,False,False
BPI_Obj_Edlus_Candle_B_on_C,4,4,0,False,False,True
BP_Lamp_J_Small_C,4,0,-4,True,False,False
BPi_Mansion_C_Fireplace_A_C,3,0,-3,True,False,False
BP_EnvBdgMD_Island_A_Indoor_Window_A_Open_C_C,3,0,-3,True,False,False
BP_Chandelier_D_Dither_C,3,0,-3,True,False,False
BPI_Obj_Bernstein_Temple_Switch_A_off_C,3,0,-3,True,False,False
BPI_Obj_SeikaTorch_Blue_C,3,2,-1,False,False,True
SphereReflectionCapture,3,0,-3,True,False,False
LandscapeMeshCollisionComponent,3,47,44,False,False,True
BPI_EvObj_RainbowRoad_Torch_C_Far_C,3,0,-3,True,False,False
GachaPerformanceControllerBP_C,3,0,-3,True,False,False
BPI_EvObj_StageTorch_A_C,3,4,1,False,False,True
BPi_Flipbook_Grass_B_MB_Snow_C,3,0,-3,True,False,False
BP_Forest_A_Outdoor_WaterWheel_A_C,3,0,-3,True,False,False
ShipAnimation_Blueprint_on_off_Erutorikusu_C,3,2,-1,False,False,True
BPI_Obj_Com_Deck_Pillar_AY_S_12_C,3,3,0,False,False,True
MaterialFunction,3,2,-1,False,False,True
BPi_MJSpline_Laundry_B_Spline_B_C,3,0,-3,True,False,False
BP_Wilderness_B_End_H2_A_C,3,0,-3,True,False,False
BP_Wilderness_B_End_H3_A_C,3,0,-3,True,False,False
BPi_Torch_Wall_B_C,3,0,-3,True,False,False
BPI_Obj_Bernstein_Temple_Switch_E_off_C,3,0,-3,True,False,False
ShipAnimation_Blueprint6_C,3,3,0,False,False,True
BPI_Obj_Bernstein_Temple_Switch_C_off_C,3,0,-3,True,False,False
BP_EnvObjMD_Windmill_A_C,3,0,-3,True,False,False
BPi_LightStudio_Mnt_A_Battle_C,3,0,-3,True,False,False
BP_Candles_A_Light_B_C,3,0,-3,True,False,False
BP_Chandelier_A_Church_Hornburg_NoDither_C,3,5,2,False,False,True
BPI_Bernstein_Temple_Fence_Base_E_SideGlow_C,3,0,-3,True,False,False
BPi_MJSpline_Bridge_C_C,3,0,-3,True,False,False
BPi_MJSplineHang_Grass_J_Flower_A_C,3,59,56,False,False,True
BPI_Obj_Com_Room_Staires_16_C,3,2,-1,False,False,True
BPI_Obj_Lamp_C_SR_C,3,0,-3,True,False,False
BP_IceLake_C,3,3,0,False,False,True
BPI_Break_Rotato_A_C,3,1,-2,False,False,True
BPI_Obj_HellPlant_fuusa_B_C,3,1,-2,False,False,True
BPI_Obj_Fireplace_River_C,3,3,0,False,False,True
BPI_Obj_Fireplace_D_C,3,3,0,False,False,True
BP_Lamp_I_C,3,0,-3,True,False,False
SphereReflectionCaptureComponent,3,0,-3,True,False,False
Map_DP_Snow_N0_1003_B1_C,2,0,-2,True,False,False
Map_DP_Snow_N0_1003_A1_C,2,0,-2,True,False,False
Map_EV_Other_N0_2011_A1_C,2,0,-2,True,False,False
Map_DP_Sea_N0_1001_D1_C,2,0,-2,True,False,False
Map_DP_Sea_N0_1009_A1_C,2,0,-2,True,False,False
Map_DP_Sea_N0_2001_A1_C,2,0,-2,True,False,False
Map_DP_Sea_N0_2009_A1_C,2,0,-2,True,False,False
Map_EV_Other_N0_2007_B1_C,2,0,-2,True,False,False
Map_DP_Sea_N0_2001_B1_C,2,0,-2,True,False,False
Map_DP_Snow_N0_1002_B1_C,2,0,-2,True,False,False
Map_DP_Snow_N0_1002_A1_C,2,0,-2,True,False,False
Map_DP_Sea_N0_2002_A1_C,2,0,-2,True,False,False
Map_EV_Other_N0_2008_A1_C,2,0,-2,True,False,False
Map_DP_Sea_N0_2002_A2_C,2,0,-2,True,False,False
Map_DP_Sea_N0_2002_B1_C,2,0,-2,True,False,False
Map_DP_Sea_N0_2002_B2_C,2,0,-2,True,False,False
Map_DP_Sea_N0_2002_B3_C,2,0,-2,True,False,False
Map_EV_Other_N0_2009_A1_C,2,0,-2,True,False,False
Map_DP_Snow_N0_1001_B1_C,2,0,-2,True,False,False
Map_DP_Sea_N0_2002_C1_C,2,0,-2,True,False,False
Map_DP_Snow_N0_1001_A1_C,2,0,-2,True,False,False
Map_EV_Other_N0_2010_A1_C,2,0,-2,True,False,False
Map_DP_Sea_N0_1001_C1_C,2,0,-2,True,False,False
Map_EV_Other_N0_2004_A1_C,2,0,-2,True,False,False
Map_DP_Sea_N0_1001_B1_C,2,0,-2,True,False,False
Map_EV_Other_N0_2023_A1_C,2,0,-2,True,False,False
Map_DP_QPSCity_N0_1001_A1_C,2,0,-2,True,False,False
Map_EV_Other_N0_2019_A1_C,2,0,-2,True,False,False
Map_DP_Plain_N0_2009_A1_C,2,0,-2,True,False,False
Map_EV_Other_N0_2020_A1_C,2,2,0,False,False,True
Map_EV_Other_N0_2021_A1_C,2,0,-2,True,False,False
Map_DP_Plain_N0_1009_A1_C,2,0,-2,True,False,False
Map_EV_Other_N0_2022_A1_C,2,0,-2,True,False,False
Map_DP_Plain_N0_1003_A1_C,2,0,-2,True,False,False
Map_DP_Plain_N0_1002_B1_C,2,0,-2,True,False,False
Map_DP_QPSCity_N0_2001_A1_C,2,0,-2,True,False,False
Map_DP_Plain_N0_1002_A1_C,2,0,-2,True,False,False
Map_DP_Plain_N0_1001_B1_C,2,0,-2,True,False,False
Map_DP_Plain_N0_1001_A1_C,2,0,-2,True,False,False
Map_DP_Plain_N0_0004_C3_C,2,0,-2,True,False,False
Map_DP_Plain_N0_0004_C2_C,2,0,-2,True,False,False
Map_DP_Plain_N0_0004_C1_C,2,0,-2,True,False,False
Map_EV_Other_N0_2023_A2_C,2,0,-2,True,False,False
Map_EV_Other_N0_2024_A1_C,2,0,-2,True,False,False
Map_DP_QPSCity_N0_1002_A1_C,2,0,-2,True,False,False
Map_DP_QPSIsland_N0_1001_A1_C,2,0,-2,True,False,False
Map_DP_Sea_N0_1001_A1_C,2,0,-2,True,False,False
Map_DP_River_N0_1002_A1_C,2,0,-2,True,False,False
Map_DP_River_N0_2001_B1_C,2,0,-2,True,False,False
Map_EV_Other_N0_2012_A1_C,2,0,-2,True,False,False
Map_EV_Other_N0_2013_A1_C,2,0,-2,True,False,False
Map_DP_River_N0_2001_A1_C,2,0,-2,True,False,False
Map_EV_Other_N0_2014_A1_C,2,0,-2,True,False,False
Map_EV_Other_N0_2015_A1_C,2,0,-2,True,False,False
Map_DP_River_N0_1009_A1_C,2,0,-2,True,False,False
Map_DP_River_N0_1002_B1_C,2,0,-2,True,False,False
Map_DP_River_N0_1001_B1_C,2,0,-2,True,False,False
Map_EV_Other_N0_2018_A1_C,2,0,-2,True,False,False
Map_DP_River_N0_1001_A1_C,2,0,-2,True,False,False
Map_DP_Ragasa_N0_0006_B1_C,2,0,-2,True,False,False
Map_DP_Ragasa_N0_0005_A1_C,2,0,-2,True,False,False
Map_DP_Ragasa_N0_0004_A1_C,2,0,-2,True,False,False
Map_EV_Other_N0_2016_A1_C,2,0,-2,True,False,False
Map_DP_Ragasa_N0_0003_A1_C,2,0,-2,True,False,False
Map_DP_Ragasa_N0_0002_A1_C,2,0,-2,True,False,False
Map_EV_Other_N0_2017_A1_C,2,0,-2,True,False,False
Map_DP_River_N0_2009_A1_C,2,0,-2,True,False,False
Map_DP_Snow_N0_2002_A1_C,2,0,-2,True,False,False
Map_DP_Snow_N0_1004_A1_C,2,0,-2,True,False,False
Map_EV_Other_N0_0061_B1_C,2,0,-2,True,False,False
Map_EV_Other_N0_0090_A1_C,2,0,-2,True,False,False
Map_EV_Other_N0_0081_B1_C,2,0,-2,True,False,False
Map_EV_Other_N0_0081_A1_C,2,0,-2,True,False,False
Map_EV_Other_N0_0080_B1_C,2,0,-2,True,False,False
Map_EV_Other_N0_0080_A1_C,2,0,-2,True,False,False
Map_EV_Other_N0_0071_B1_C,2,0,-2,True,False,False
Map_EV_Other_N0_0071_A1_C,2,0,-2,True,False,False
Map_EV_Other_N0_0070_B1_C,2,0,-2,True,False,False
Map_EV_Other_N0_0070_A1_C,2,0,-2,True,False,False
Map_EV_Other_N0_0061_A1_C,2,0,-2,True,False,False
Map_EV_Other_N0_0040_A1_C,2,0,-2,True,False,False
Map_EV_Other_N0_0060_B1_C,2,0,-2,True,False,False
Map_EV_Other_N0_0060_A1_C,2,0,-2,True,False,False
Map_EV_Other_N0_0051_B1_C,2,0,-2,True,False,False
Map_EV_Other_N0_0051_A1_C,2,0,-2,True,False,False
Map_EV_Other_N0_0050_B1_C,2,0,-2,True,False,False
Map_EV_Other_N0_0050_A1_C,2,0,-2,True,False,False
Map_EV_Other_N0_0041_B1_C,2,0,-2,True,False,False
Map_EV_Other_N0_0041_A1_C,2,0,-2,True,False,False
Map_EV_Other_N0_2005_A1_C,2,0,-2,True,False,False
Map_EV_Other_N0_0100_A1_C,2,0,-2,True,False,False
Map_EV_Other_N0_0110_A1_C,2,0,-2,True,False,False
Map_EV_Other_N0_0120_A1_C,2,0,-2,True,False,False
Map_EV_Other_N0_1001_A1_C,2,0,-2,True,False,False
Map_EV_Other_N0_2002_B1_C,2,0,-2,True,False,False
Map_EV_Other_N0_2002_A1_C,2,0,-2,True,False,False
Map_EV_Other_N0_2001_D1_C,2,0,-2,True,False,False
Map_EV_Other_N0_2001_C1_C,2,0,-2,True,False,False
Map_EV_Other_N0_2001_B1_C,2,0,-2,True,False,False
Map_EV_Other_N0_2001_A1_C,2,0,-2,True,False,False
Map_EV_Other_N0_1012_A1_C,2,0,-2,True,False,False
Map_EV_Other_N0_1011_A1_C,2,2,0,False,False,True
Map_EV_Other_N0_1010_B1_C,2,0,-2,True,False,False
Map_EV_Other_N0_1010_A2_C,2,0,-2,True,False,False
Map_EV_Other_N0_1010_A1_C,2,2,0,False,False,True
Map_EV_Other_N0_1009_A1_C,2,0,-2,True,False,False
Map_EV_Other_N0_1008_A1_C,2,0,-2,True,False,False
Map_EV_Other_N0_1007_A1_C,2,0,-2,True,False,False
Map_EV_Other_N0_1006_A1_C,2,0,-2,True,False,False
Map_EV_Other_N0_1005_A1_C,2,0,-2,True,False,False
Map_EV_Other_N0_1004_A1_C,2,0,-2,True,False,False
Map_EV_Other_N0_1003_A1_C,2,0,-2,True,False,False
Map_EV_Other_N0_1002_A1_C,2,0,-2,True,False,False
Map_EV_Other_N0_0040_B1_C,2,0,-2,True,False,False
Map_EV_Other_N0_0031_B1_C,2,0,-2,True,False,False
Map_DP_Snow_N0_1009_A1_C,2,0,-2,True,False,False
Map_EV_Atsani_N0_0003_A1_C,2,0,-2,True,False,False
Map_EV_Gacha_N0_0001_B1_C,2,0,-2,True,False,False
Map_EV_Other_N0_2006_A1_C,2,0,-2,True,False,False
Map_EV_Gacha_N0_0001_A1_C,2,0,-2,True,False,False
Map_EV_Dice_N0_1001_A1_C,2,0,-2,True,False,False
Map_EV_Danas_N0_1004_A1_C,2,0,-2,True,False,False
Map_DP_Plain_N0_0002_A1_C,2,0,-2,True,False,False
Map_EV_Cliff_N0_1003_B1_C,2,0,-2,True,False,False
Map_EV_Atsani_N0_0006_A1_C,2,0,-2,True,False,False
Map_EV_Atsani_N0_0004_A1_C,2,0,-2,True,False,False
Map_EV_Atsani_N0_0001_A1_C,2,0,-2,True,False,False
Map_EV_Other_N0_0031_A1_C,2,0,-2,True,False,False
Map_EV_Other_N0_2007_A1_C,2,0,-2,True,False,False
Map_DP_Snow_N0_2009_A1_C,2,0,-2,True,False,False
Map_DP_Snow_N0_2003_B2_C,2,0,-2,True,False,False
Map_DP_Snow_N0_2003_B1_C,2,0,-2,True,False,False
Map_DP_Snow_N0_2002_C1_C,2,0,-2,True,False,False
Map_DP_Snow_N0_2002_B1_C,2,0,-2,True,False,False
Map_EV_Other_N0_2003_A1_C,2,0,-2,True,False,False
Map_DP_Snow_N0_2001_B1_C,2,0,-2,True,False,False
Map_DP_Snow_N0_2001_A1_C,2,0,-2,True,False,False
Map_EV_Gacha_N0_0002_A1_C,2,0,-2,True,False,False
Map_EV_Gacha_N0_0002_B1_C,2,0,-2,True,False,False
Map_EV_HellCliff_N0_2002_A1_C,2,0,-2,True,False,False
Map_EV_HellForest_N0_1001_A1_C,2,0,-2,True,False,False
Map_EV_Other_N0_0030_B1_C,2,0,-2,True,False,False
Map_EV_Other_N0_0030_A1_C,2,0,-2,True,False,False
Map_EV_Other_N0_0021_B1_C,2,0,-2,True,False,False
Map_EV_Other_N0_0021_A1_C,2,0,-2,True,False,False
Map_EV_Other_N0_0020_B1_C,2,0,-2,True,False,False
Map_EV_Other_N0_0020_A1_C,2,0,-2,True,False,False
Map_EV_Other_N0_0011_B1_C,2,0,-2,True,False,False
Map_EV_Other_N0_0011_A1_C,2,0,-2,True,False,False
Map_EV_Other_N0_0010_B1_C,2,0,-2,True,False,False
Map_EV_Other_N0_2005_B1_C,2,0,-2,True,False,False
Map_EV_Other_N0_0010_A1_C,2,0,-2,True,False,False
Map_EV_Other_N0_0005_A1_C,2,0,-2,True,False,False
Map_EV_Other_N0_0004_A1_C,2,0,-2,True,False,False
Map_EV_Other_N0_0003_A1_C,2,0,-2,True,False,False
Map_EV_Other_N0_0002_A1_C,2,0,-2,True,False,False
Map_EV_Other_N0_0001_A1_C,2,0,-2,True,False,False
Map_EV_Krosa_N0_1001_A1_C,2,0,-2,True,False,False
Map_EV_Hell_N0_2001_F1_C,2,0,-2,True,False,False
Map_EV_HellMount_N0_2001_B1_C,2,0,-2,True,False,False
Map_EV_Cliff_N0_1003_C1_C,2,0,-2,True,False,False
Map_TP_Plain_N0_0001_A1_C,2,0,-2,True,False,False
Map_DP_Other_N0_5001_C1_C,2,0,-2,True,False,False
Map_DB_HellCliff_N0_2001_A1_C,2,0,-2,True,False,False
Map_BB_Plain_N0_0005_A1_C,2,0,-2,True,False,False
Map_BB_QPSCity_N0_1003_A1_C,2,0,-2,True,False,False
Map_BB_QPSOther_N0_1002_A1_C,2,0,-2,True,False,False
Map_BB_Sea_N0_1001_D1_C,2,0,-2,True,False,False
Map_DP_Cliff_N0_1003_C1_C,2,0,-2,True,False,False
Map_DB_AutoDun_N0_1001_A1_C,2,0,-2,True,False,False
Map_DP_Cliff_N0_1003_B2_C,2,0,-2,True,False,False
Map_DB_Heaven_N0_1001_A1_C,2,0,-2,True,False,False
Map_DP_Cliff_N0_1003_B1_C,2,0,-2,True,False,False
Map_DP_Cliff_N0_1003_A1_C,2,0,-2,True,False,False
Map_DP_Atsani_N0_0001_B1_C,2,0,-2,True,False,False
Map_DB_HellMount_N0_2001_A1_C,2,0,-2,True,False,False
Map_DB_HellMount_N0_2001_B1_C,2,0,-2,True,False,False
Map_DP_Cliff_N0_1002_B1_C,2,0,-2,True,False,False
Map_DB_Hell_N0_0001_A1_C,2,0,-2,True,False,False
Map_DP_Cliff_N0_1002_A1_C,2,0,-2,True,False,False
Map_DB_Hell_N0_0002_A1_C,2,0,-2,True,False,False
Map_DP_Cliff_N0_1001_B1_C,2,0,-2,True,False,False
Map_DB_Other_C0_0001_A1_C,2,0,-2,True,False,False
Map_DP_Cliff_N0_1001_A1_C,2,0,-2,True,False,False
Map_BB_Plain_N0_0004_A1_C,2,0,-2,True,False,False
Map_BB_Plain_N0_0003_B1_C,2,0,-2,True,False,False
Map_DP_Cliff_N0_1003_D1_C,2,0,-2,True,False,False
Map_DP_Cliff_N0_1003_E1_C,2,0,-2,True,False,False
BPI_Bernstein_Temple_Fence_Base_A_SideGlow_C,2,0,-2,True,False,False
Map_BB_Other_N0_1004_B1_C,2,0,-2,True,False,False
Map_DP_Danas_N0_1001_E1_C,2,0,-2,True,False,False
Map_BB_Other_N0_1005_A1_C,2,0,-2,True,False,False
Map_DP_Danas_N0_1001_D1_C,2,0,-2,True,False,False
Map_BB_Other_N0_2001_A1_C,2,0,-2,True,False,False
Map_DP_Danas_N0_1001_C1_C,2,0,-2,True,False,False
Map_BB_Other_N0_2002_A1_C,2,0,-2,True,False,False
Map_DP_Danas_N0_1001_B1_C,2,0,-2,True,False,False
Map_BB_Other_N0_2002_B1_C,2,0,-2,True,False,False
Map_DP_Danas_N0_1001_A1_C,2,0,-2,True,False,False
Map_BB_Other_N0_2003_A1_C,2,0,-2,True,False,False
Map_DP_Cliff_N0_2009_A1_C,2,0,-2,True,False,False
Map_BB_Other_N0_2003_B1_C,2,0,-2,True,False,False
Map_DP_Cliff_N0_1009_A1_C,2,0,-2,True,False,False
Map_BB_Other_N0_2005_A1_C,2,0,-2,True,False,False
Map_DP_Cliff_N0_1003_G1_C,2,0,-2,True,False,False
Map_BB_Other_N0_2007_A1_C,2,0,-2,True,False,False
Map_DP_Cliff_N0_1003_F1_C,2,0,-2,True,False,False
Map_DB_Other_C0_0002_A1_C,2,0,-2,True,False,False
Map_DB_Other_C0_0002_B1_C,2,0,-2,True,False,False
Map_DP_Other_N0_5001_B1_C,2,0,-2,True,False,False
Map_DB_QPSCity_N0_1003_A1_C,2,0,-2,True,False,False
Map_DB_Other_H2_0001_A1_C,2,0,-2,True,False,False
Map_DB_QPSIsland_N0_1001_A1_C,2,0,-2,True,False,False
Map_DB_Other_H2_0002_A1_C,2,0,-2,True,False,False
Map_DB_QPSForest_N0_1001_A1_C,2,0,-2,True,False,False
Map_DB_Other_H2_0004_A1_C,2,0,-2,True,False,False
Map_DB_QPSDesert_N0_1001_A1_C,2,0,-2,True,False,False
Map_DB_Other_H2_0005_A1_C,2,0,-2,True,False,False
Map_DB_QPSCity_N0_2001_A1_C,2,0,-2,True,False,False
Map_DB_Other_H3_0001_A1_C,2,0,-2,True,False,False
Map_DB_Other_N0_5001_A1_C,2,0,-2,True,False,False
Map_DP_Atsani_N0_0001_A1_C,2,0,-2,True,False,False
Map_DB_QPSCity_N0_1001_A1_C,2,0,-2,True,False,False
Map_DB_Other_R0_0001_A1_C,2,0,-2,True,False,False
Map_DB_Plain_N0_0004_C1_C,2,0,-2,True,False,False
Map_DB_Other_R0_0002_A1_C,2,0,-2,True,False,False
Map_DB_Plain_N0_0004_A1_C,2,0,-2,True,False,False
Map_DB_Plain_N0_0002_A1_C,2,0,-2,True,False,False
Map_DB_Other_R0_0002_B1_C,2,0,-2,True,False,False
Map_DB_Plain_N0_0001_H1_C,2,0,-2,True,False,False
Map_DB_Other_R0_0003_A1_C,2,0,-2,True,False,False
Map_DB_QPSMount_N0_1001_A1_C,2,0,-2,True,False,False
Map_DB_Other_H1_0005_A1_C,2,0,-2,True,False,False
Map_DB_QPSMount_N0_1001_A2_C,2,0,-2,True,False,False
Map_DB_Other_H1_0004_A1_C,2,0,-2,True,False,False
Map_DB_Other_C1_0001_A1_C,2,0,-2,True,False,False
Map_DB_Tower_R1_0001_B1_C,2,0,-2,True,False,False
Map_DB_Other_C1_0002_A1_C,2,0,-2,True,False,False
Map_DB_Tower_R1_0001_A1_C,2,0,-2,True,False,False
Map_DB_Other_C2_0001_A1_C,2,0,-2,True,False,False
Map_DB_Sea_N0_2001_B1_C,2,0,-2,True,False,False
Map_DB_Other_C3_0001_A1_C,2,0,-2,True,False,False
Map_DB_Sea_N0_2001_A1_C,2,0,-2,True,False,False
Map_DB_Other_C3_0002_A1_C,2,0,-2,True,False,False
Map_DB_Other_C3_0003_A1_C,2,0,-2,True,False,False
Map_DB_Ragasa_N0_0006_A1_C,2,0,-2,True,False,False
Map_DB_Other_H1_0001_A1_C,2,0,-2,True,False,False
Map_DB_QPSWilderness_N0_1002_A2_C,2,0,-2,True,False,False
Map_DB_Other_H1_0002_A1_C,2,0,-2,True,False,False
Map_DB_QPSWilderness_N0_1002_A1_C,2,0,-2,True,False,False
Map_DB_Other_H1_0002_B1_C,2,0,-2,True,False,False
Map_DB_QPSWilderness_N0_1001_A1_C,2,0,-2,True,False,False
Map_DB_Other_H1_0003_A1_C,2,0,-2,True,False,False
Map_DB_QPSSea_N0_1002_A1_C,2,0,-2,True,False,False
Map_BB_Other_N0_1004_A1_C,2,0,-2,True,False,False
Map_DP_Danas_N0_1001_G1_C,2,0,-2,True,False,False
Map_BB_Other_N0_1003_A1_C,2,0,-2,True,False,False
Map_DP_HellCliff_N0_2002_C3_C,2,0,-2,True,False,False
Map_DP_HellMount_N0_2002_B3_C,2,0,-2,True,False,False
Map_DP_HellMount_N0_2002_B2_C,2,0,-2,True,False,False
Map_DP_HellMount_N0_2002_B1_C,2,0,-2,True,False,False
Map_DP_HellMount_N0_2002_A3_C,2,0,-2,True,False,False
Map_DP_HellMount_N0_2002_A2_C,2,0,-2,True,False,False
Map_DP_HellMount_N0_2002_A1_C,2,0,-2,True,False,False
Map_DP_HellForest_N0_1001_C1_C,2,0,-2,True,False,False
Map_DP_HellForest_N0_1001_B1_C,2,0,-2,True,False,False
Map_DP_HellForest_N0_1001_A1_C,2,0,-2,True,False,False
Map_DP_HellCliff_N0_2002_C2_C,2,0,-2,True,False,False
Map_DP_Danas_N0_1002_A1_C,2,0,-2,True,False,False
Map_DP_HellCliff_N0_2002_C1_C,2,0,-2,True,False,False
Map_DP_HellCliff_N0_2002_B4_C,2,0,-2,True,False,False
Map_DP_HellCliff_N0_2002_B3_C,2,0,-2,True,False,False
Map_DP_HellCliff_N0_2002_B2_C,2,0,-2,True,False,False
Map_DP_HellCliff_N0_2002_B1_C,2,0,-2,True,False,False
Map_DP_HellCliff_N0_2002_A3_C,2,0,-2,True,False,False
Map_DP_HellCliff_N0_2001_B1_C,2,0,-2,True,False,False
Map_DP_HellCliff_N0_2001_A1_C,2,0,-2,True,False,False
Map_DP_Heaven_N0_1002_F1_C,2,0,-2,True,False,False
Map_DP_Hell_N0_2001_B1_C,2,0,-2,True,False,False
Map_DP_Hell_N0_2001_C1_C,2,0,-2,True,False,False
Map_DP_Hell_N0_2001_D1_C,2,0,-2,True,False,False
Map_DP_Hell_N0_2001_E1_C,2,0,-2,True,False,False
Map_DP_Other_N0_5001_A1_C,2,0,-2,True,False,False
Map_DP_OblSea_N0_1001_D1_C,2,0,-2,True,False,False
Map_DP_OblSea_N0_1001_C1_C,2,0,-2,True,False,False
Map_DP_OblSea_N0_1001_B1_C,2,0,-2,True,False,False
Map_DP_OblSea_N0_1001_A1_C,2,0,-2,True,False,False
Map_DP_OblCliff_N0_1003_B1_C,2,0,-2,True,False,False
Map_DP_Mount_N0_2009_A1_C,2,0,-2,True,False,False
Map_DP_Mount_N0_2001_D1_C,2,0,-2,True,False,False
Map_DP_Mount_N0_2001_C1_C,2,0,-2,True,False,False
Map_DP_Mount_N0_2001_B1_C,2,0,-2,True,False,False
Map_DP_Mount_N0_2001_A1_C,2,0,-2,True,False,False
Map_DP_Mount_N0_1009_A1_C,2,0,-2,True,False,False
Map_DP_Mount_N0_1001_C1_C,2,0,-2,True,False,False
Map_EV_Other_N0_2026_A1_C,2,0,-2,True,False,False
Map_DP_Mount_N0_1001_B1_C,2,0,-2,True,False,False
Map_DP_Mount_N0_1001_A1_C,2,0,-2,True,False,False
Map_DP_Hell_N0_2001_H1_C,2,0,-2,True,False,False
Map_DP_Hell_N0_2001_G1_C,2,0,-2,True,False,False
Map_DP_Hell_N0_2001_F1_C,2,0,-2,True,False,False
Map_DP_Heaven_N0_1002_E1_C,2,0,-2,True,False,False
Map_DP_Heaven_N0_1002_D5_C,2,0,-2,True,False,False
Map_DP_Heaven_N0_1002_D4_C,2,0,-2,True,False,False
Map_BB_Atsani_N0_0002_A1_C,2,0,-2,True,False,False
Map_DP_Desert_N0_2002_B1_C,2,0,-2,True,False,False
Map_BB_HellForest_N0_1001_B1_C,2,0,-2,True,False,False
Map_DP_Desert_N0_2002_A1_C,2,0,-2,True,False,False
Map_BB_Hell_N0_1001_A1_C,2,0,-2,True,False,False
Map_BB_Hell_N0_1001_B1_C,2,0,-2,True,False,False
Map_BB_Hell_N0_1001_C1_C,2,0,-2,True,False,False
Map_BB_Hell_N0_2001_A1_C,2,0,-2,True,False,False
Map_DP_Desert_N0_2001_B1_C,2,0,-2,True,False,False
Map_BB_Hell_N0_2001_D1_C,2,0,-2,True,False,False
Map_DP_Desert_N0_2001_A1_C,2,0,-2,True,False,False
Map_BB_Hell_N0_2001_E1_C,2,0,-2,True,False,False
Map_DP_Desert_N0_1009_A1_C,2,0,-2,True,False,False
Map_BB_Hell_N0_2001_F1_C,2,0,-2,True,False,False
Map_DP_Danas_N0_1003_B1_C,2,0,-2,True,False,False
Map_BB_Krosa_N0_1001_F1_C,2,0,-2,True,False,False
Map_BB_Krosa_N0_1001_G1_C,2,0,-2,True,False,False
Map_BB_Other_N0_1001_A1_C,2,0,-2,True,False,False
Map_DP_Danas_N0_1003_A1_C,2,0,-2,True,False,False
Map_BB_Other_N0_1002_A1_C,2,0,-2,True,False,False
Map_BB_HellCliff_N0_2002_A1_C,2,0,-2,True,False,False
TutorialMapWalkSequence_C,2,0,-2,True,False,False
Map_DP_Heaven_N0_1002_D3_C,2,0,-2,True,False,False
Map_DP_Desert_N0_2002_C1_C,2,0,-2,True,False,False
Map_DP_Heaven_N0_1002_D2_C,2,0,-2,True,False,False
Map_DP_Heaven_N0_1002_D1_C,2,0,-2,True,False,False
Map_DP_Heaven_N0_1002_C1_C,2,0,-2,True,False,False
Map_DP_Heaven_N0_1002_B1_C,2,0,-2,True,False,False
Map_DP_Heaven_N0_1002_A1_C,2,0,-2,True,False,False
Map_DP_Forest_N0_2009_A1_C,2,0,-2,True,False,False
