file_path,particle_modules,emitters,total_objects
Game/Effect/Resource/V1_0_0/Particles/Btl/Special/ID213_01/Eff_Jangmi_Btl_ID213_SP01_B.json,139,11,151
Game/Effect/Resource/V1_0_0/Particles/Btl/Boss/Eff_Btl_Boss_DeadHerminia_ForceField_B.json,139,12,151
Game/Effect/Resource/V1_0_0/Particles/Btl/Boss/Attach/Eff_Btl_AttachAura_D.json,139,10,150
Game/Effect/Resource/V1_0_0/Particles/Dice/FxPS_Dice_Fireworks_A.json,139,17,156
Game/Effect/Resource/V1_0_0/Particles/Event/FxPS_Eve_DisappearLight_D.json,138,12,151
Game/Effect/Resource/V1_0_0/Particles/Event/V3_0_0/FxPS_Eve_LightAurora_A.json,138,11,155
Game/Effect/Resource/V1_0_0/Particles/Btl/Ability/Dancer/Eff_Btl_Tatrocha_HPabsorb_A.json,138,10,153
Game/Effect/Resource/V1_0_0/Particles/Btl/Ability/priest/FxPS_Btl_PriSP_A2.json,138,11,155
Game/Effect/Resource/V1_0_0/Particles/Btl/Parameter/Eff_Btl_AddWeakness_Thunder_A.json,138,11,151
Game/Effect/Resource/V1_0_0/Particles/Btl/Parallel/Nakri/Enemy/Eff_Nakri_Btl_Enemy_Skill01_A.json,138,10,148
Game/Effect/Resource/V1_0_0/Particles/Btl/Parallel/Danas/ID218_01/Eff_Danas_Btl_ID218_Skill06_A.json,138,12,150
Game/Effect/Resource/V1_0_0/Particles/Btl/Special/ID601/Eff_Btl_PC_BargelloSP_Staging_A.json,138,11,150
Game/Effect/Resource/V1_0_0/Particles/Btl/Special/ID303/Eff_Btl_ID303_SP_A.json,138,11,151
Game/Effect/Resource/V1_0_0/Particles/Btl/Other/Eff_Btl_Tattoorock_Water_A.json,138,12,150
Game/Effect/Resource/V1_0_0/Particles/Event/FxPS_Eve_Pathos_Soul_A.json,137,14,160
Game/Effect/Resource/V1_0_0/Particles/Event/FxPS_Eve_SwirlingAura_B.json,137,10,148
Game/Effect/Resource/V1_0_0/Particles/Btl/Ability/ID136_01/Eff_Btl_ID136_Skill04_B.json,137,13,153
Game/Effect/Resource/V1_0_0/Particles/Btl/Ability/ID9034_01/Eff_Btl_ID9034_Skill01_A.json,137,12,152
Game/Effect/Resource/V1_0_0/Particles/Btl/Ability/Magician/Eff_Btl_Common_IceXL_Single_Shot_00_A.json,137,13,149
Game/Effect/Resource/V1_0_0/Particles/Btl/Parallel/Bolaven/Eff_Bolaven_Btl_PC_Elflic_Set.json,137,14,153
Game/Effect/Resource/V1_0_0/Particles/Btl/Special/ID9014_01/Eff_Btl_ID9014_SP01_A.json,137,13,148
Game/Effect/Resource/V1_0_0/Particles/Btl/Special/ID9033_01/Eff_Btl_ID9033_SP_A.json,137,11,155
Game/Effect/Resource/V1_0_0/Particles/Btl/Boss/Attach/Eff_Btl_Sazantos_Aura_A.json,137,9,148
Game/Effect/Resource/V1_0_0/Particles/Btl/Boss/Attach/Eff_Btl_Rembrant_Aura_A.json,137,9,147
Game/Effect/Resource/V1_0_0/Particles/Event/FxPS_Eve_DisappearLight_E.json,136,11,148
Game/Effect/Resource/V1_0_0/Particles/Event/V3_0_0/FxPS_Eve_TastySmoke_A.json,136,10,149
Game/Effect/Resource/V1_0_0/Particles/Btl/Ability/Dancer/Eff_Btl_ID308_Skill01_B.json,136,10,163
Game/Effect/Resource/V1_0_0/Particles/Btl/Ability/ID9035_01/Eff_Btl_ID9035_Skill05_A.json,136,12,152
Game/Effect/Resource/V1_0_0/Particles/Btl/Parameter/Eff_Btl_AddWeakness_Dark_A.json,136,11,153
Game/Effect/Resource/V1_0_0/Particles/Btl/Parallel/THE/Eff_THE_Btl_PC_JustAvoid_A.json,136,14,157
Game/Effect/Resource/V1_0_0/Particles/Btl/Parallel/Jangmi/ID213_01/Eff_Jangmi_Btl_ID213_Skill04_A.json,136,13,152
Game/Effect/Resource/V1_0_0/Particles/Btl/Special/ID174_01/Eff_Btl_ID174_SP01_B.json,136,12,148
Game/Effect/Resource/V1_0_0/Particles/Btl/Special/ID9007/Eff_Btl_PC_Barrier_HP_All_A.json,136,12,153
Game/Effect/Resource/V1_0_0/Particles/Btl/Boss/Attach/Eff_Btl_MirrorEnemy_Wind_A.json,136,10,147
Game/Effect/Resource/V1_0_0/Particles/Btl/Ability/Eff_Btl_Axe_WindThunder_M_Single_A.json,135,11,149
Game/Effect/Resource/V1_0_0/Particles/Btl/Ability/Fencer/Eff_Btl_PC_ThunderGodSlash_A.json,135,13,156
Game/Effect/Resource/V1_0_0/Particles/Btl/Ability/hunter/Eff_Btl_DemiseArrow_All_Shot_C.json,135,12,149
Game/Effect/Resource/V1_0_0/Particles/Btl/Parallel/Nakri/ID9020_01/Eff_Nakri_Btl_ID9020_Skill03_B.json,135,12,147
Game/Effect/Resource/V1_0_0/Particles/Btl/Parallel/Atsani/ID9011_01/Eff_Atsani_Btl_ID9011_Skill03_A.json,135,11,148
Game/Effect/Resource/V1_0_0/Particles/Btl/Parallel/Jangmi/ID211_01/Eff_Jangmi_Btl_ID211_Skill02_B.json,135,12,152
Game/Effect/Resource/V1_0_0/Particles/Btl/Other/Eff_Btl_BossWater_A.json,135,12,147
Game/Effect/Resource/V1_0_0/Particles/Event/FxPS_Eve_AppearanceOrthaZan_B.json,134,11,145
Game/Effect/Resource/V1_0_0/Particles/Event/V3_0_0/FxPS_Eve_Krosa_Enemy_Roll_A.json,134,16,154
Game/Effect/Resource/V1_0_0/Particles/Event/V3_0_0/FxPS_Eve_VanishLgt_B.json,134,11,149
Game/Effect/Resource/V1_0_0/Particles/Event/V3_0_0/FxPs_Eve_CS_Fragment_D.json,134,11,143
Game/Effect/Resource/V1_0_0/Particles/Btl/Ability/Scholar/Eff_Blt_PC_Spear_FireXL_Single_A.json,134,11,155
Game/Effect/Resource/V1_0_0/Particles/Btl/Ability/Scholar/Eff_Btl_PC_Spear_Fire_L_All_A.json,134,11,155
Game/Effect/Resource/V1_0_0/Particles/Btl/Ability/ID905_01/Eff_Btl_ID905_Skill01_B.json,134,11,149
Game/Effect/Resource/V1_0_0/Particles/Btl/Ability/Magician/Eff_Btl_Common_FireXL_Single_Shot_00_A.json,134,11,145
Game/Effect/Resource/V1_0_0/Particles/Btl/Parallel/Nakri/ID9020_01/Eff_Nakri_Btl_ID9020_Skill03_B_Re.json,134,12,146
Game/Effect/Resource/V1_0_0/Particles/Btl/Parallel/Atsani/ID9011_01/Eff_Atsani_Btl_ID9011_Skill08_A.json,134,16,157
Game/Effect/Resource/V1_0_0/Particles/Btl/Special/ID613/Eff_Btl_PC_FinishDamageUp_B.json,134,11,147
Game/Effect/Resource/V1_0_0/Particles/Btl/Boss/Attach/Eff_Btl_Cygna_AuraAng_A.json,134,9,144
Game/Effect/Resource/V1_0_0/Particles/Btl/State/Eff_Btl_ID612_Status_A.json,134,11,148
Game/Effect/Resource/V1_0_0/Particles/Event/FxPS_Eve_BlackWrapping_A.json,133,9,142
Game/Effect/Resource/V1_0_0/Particles/Btl/Ability/Dancer/Eff_Btl_PC_UnderWorldRond_A.json,133,9,143
Game/Effect/Resource/V1_0_0/Particles/Btl/Ability/ID318_01/Eff_Btl_ID318_Skill02_A.json,133,11,150
Game/Effect/Resource/V1_0_0/Particles/Btl/Ability/ID905_01/Eff_Btl_ID905_Skill01_A.json,133,11,148
Game/Effect/Resource/V1_0_0/Particles/Btl/Parameter/Eff_Btl_Com_IceDeBuff_Single_Shot_A.json,133,10,149
Game/Effect/Resource/V1_0_0/Particles/Btl/Parameter/Eff_Btl_Com_AxeBuff_Single_Shot_A.json,133,11,147
Game/Effect/Resource/V1_0_0/Particles/Btl/Parallel/Danas/ID220_01/Eff_Danas_Btl_ID220_Skill07_A.json,133,11,149
Game/Effect/Resource/V1_0_0/Particles/Btl/Enemy/FxPS_Btl_EnemyYariNageRe_A.json,133,9,144
Game/Effect/Resource/V1_0_0/Particles/Btl/Special/ID173/Eff_Btl_PC_DivinePunishment_B.json,133,11,145
Game/Effect/Resource/V1_0_0/Particles/Btl/Special/ID905_01/Eff_Btl_ID905_SP_B.json,133,10,149
Game/Effect/Resource/V1_0_0/Particles/Event/FxPS_Eve_Elika_Farewell_B.json,132,12,159
Game/Effect/Resource/V1_0_0/Particles/Btl/Ability/Thief/FxPS_Btl_ThiFire2_A.json,132,10,144
Game/Effect/Resource/V1_0_0/Particles/Btl/Ability/Merchant/Eff_Btl_PC_GodWind_A.json,132,11,145
Game/Effect/Resource/V1_0_0/Particles/Btl/Ability/hunter/Eff_Btl_PC_BowL_Thunder_Single_A.json,132,10,145
Game/Effect/Resource/V1_0_0/Particles/Btl/Ability/hunter/FxPS_Btl_HunPtarmigan3way_A.json,132,17,150
Game/Effect/Resource/V1_0_0/Particles/Event/FxPs_Eve_CurseDarkAura_B.json,131,9,143
Game/Effect/Resource/V1_0_0/Particles/Btl/Ability/ID9016_01/Eff_Btl_ID9016_Skill05_B.json,131,10,147
Game/Effect/Resource/V1_0_0/Particles/Btl/Ability/ID301_01/Eff_Btl_ID301_Skill02_A.json,131,12,150
Game/Effect/Resource/V1_0_0/Particles/Btl/Ability/Magician/Eff_Blt_Com_FireXL_Single_Shot_A.json,131,10,146
Game/Effect/Resource/V1_0_0/Particles/Btl/Ability/ID304_01/Eff_Btl_ID304_Skill01_A.json,131,12,149
Game/Effect/Resource/V1_0_0/Particles/Btl/Parameter/Eff_Btl_Com_DarkDeBuff_Single_Shot_A.json,131,10,147
Game/Effect/Resource/V1_0_0/Particles/Btl/Parallel/Nakri/ID9021_01/Eff_Nakri_Btl_ID9021_Skill02_B.json,131,10,148
Game/Effect/Resource/V1_0_0/Particles/Btl/Parallel/Nakri/ID9021_01/Eff_Nakri_Btl_ID9021_Skill02_A.json,131,10,148
Game/Effect/Resource/V1_0_0/Particles/Btl/Parallel/Hagupit/ID214_01/Eff_Hagupit_Btl_ID214_Skill01_B.json,131,9,148
Game/Effect/Resource/V1_0_0/Particles/Btl/Parallel/Danas/Danas_002/Eff_Danas_Btl_IDDanas002_Skill03_A.json,131,12,143
Game/Effect/Resource/V1_0_0/Particles/Btl/weapon/fan/Eff_Btl_PC_FanXL_All_Shot_A.json,131,9,143
Game/Effect/Resource/V1_0_0/Particles/Btl/Special/ID908_01/Eff_Btl_ID908_SP_B.json,131,10,147
Game/Effect/Resource/V1_0_0/Particles/Event/FxPS_Btl_DarknessCome_A_Loop.json,130,9,139
Game/Effect/Resource/V1_0_0/Particles/Btl/Ability/Eff_Blt_PC_DarkL_All_Shot_A.json,130,10,144
Game/Effect/Resource/V1_0_0/Particles/Btl/Ability/ID905_01/Eff_Btl_ID905_Skill01_D.json,130,10,146
Game/Effect/Resource/V1_0_0/Particles/Event/FxPS_Eve_InhaleBook_A.json,129,8,146
Game/Effect/Resource/V1_0_0/Particles/Event/V3_0_0/FxPS_Eve_DarkVortex_A.json,129,11,147
Game/Effect/Resource/V1_0_0/Particles/Btl/Ability/Dancer/Eff_Btl_ID308_Skill01_A.json,129,9,146
Game/Effect/Resource/V1_0_0/Particles/Btl/Ability/ID909_01/Eff_Btl_ID909_Skill04_A.json,129,10,145
Game/Effect/Resource/V1_0_0/Particles/Btl/Ability/Magician/Eff_Btl_Com_IceXL_single_Shot_A.json,129,10,148
Game/Effect/Resource/V1_0_0/Particles/Btl/Parallel/Krosa/Enemy/Eff_Krosa_Btl_Enemy01_Skill02_B.json,129,13,146
Game/Effect/Resource/V1_0_0/Particles/Btl/Parallel/Hagupit/ID215_01/Eff_Hagupit_Btl_ID215_Skill03_B.json,129,11,142
Game/Effect/Resource/V1_0_0/Particles/Btl/HitEffect/Eff_Btl_PC_SpecialHit_A.json,129,11,140
Game/Effect/Resource/V1_0_0/Particles/Btl/Special/ID116/Eff_Btl_PC_HydraPierce_B.json,129,10,140
Game/Effect/Resource/V1_0_0/Particles/Btl/Boss/Attach/Eff_Btl_MirrorEnemy_Fire_A.json,129,9,141
Game/Effect/Resource/V1_0_0/Particles/Btl/Boss/Attach/Eff_Btl_DeadFranceska_AuraAng_A.json,129,9,142
Game/Effect/Resource/V1_0_0/Particles/Event/FxPS_Eve_LiftUp_A.json,128,9,147
Game/Effect/Resource/V1_0_0/Particles/Event/FxPS_Event_DarknessSlash_B.json,128,10,140
Game/Effect/Resource/V1_0_0/Particles/Event/V3_0_0/FxPS_Eve_Healing_A.json,128,9,142
Game/Effect/Resource/V1_0_0/Particles/Btl/Ability/Merchant/Eff_Btl_ID307_Skill01_B.json,128,10,143
Game/Effect/Resource/V1_0_0/Particles/Btl/Parallel/Ragasa/Eff_Ragasa_Btl_ID210_Skill01_B.json,128,10,138
Game/Effect/Resource/V1_0_0/Particles/Btl/Parallel/Krosa/Enemy/Eff_Krosa_Btl_Enemy06_Skill03_B.json,128,13,145
Game/Effect/Resource/V1_0_0/Particles/Btl/Parallel/Jangmi/ID213_01/Eff_Jangmi_Btl_ID213_Skill03_B.json,128,10,139
Game/Effect/Resource/V1_0_0/Particles/Dice/FxPS_Dice_Item_A.json,128,10,141
Game/Effect/Resource/V1_0_0/Particles/Event/V3_0_0/FxPs_Eve_CS_Fragment_B.json,127,12,139
Game/Effect/Resource/V1_0_0/Particles/Event/V3_0_0/FxPS_Eve_Sealed_A.json,127,10,139
Game/Effect/Resource/V1_0_0/Particles/Btl/Ability/ID176_01/Eff_Btl_ID176_Skill02_A.json,127,9,151
Game/Effect/Resource/V1_0_0/Particles/Btl/Parameter/Eff_Btl_Com_SpAtkRecovery_All_A.json,127,10,138
Game/Effect/Resource/V1_0_0/Particles/Btl/Parameter/Eff_Btl_AddWeakness_Fire_A.json,127,10,140
Game/Effect/Resource/V1_0_0/Particles/Btl/Parallel/Krosa/Enemy/Eff_Krosa_Btl_Enemy01_Skill01_B.json,127,13,143
Game/Effect/Resource/V1_0_0/Particles/Btl/Parallel/Krosa/Enemy/Eff_Krosa_Btl_EnemyAll_Skill01_B.json,127,13,143
Game/Effect/Resource/V1_0_0/Particles/Btl/weapon/fan/Eff_Btl_PC_FanXLL_Single_Shot_B.json,127,9,136
Game/Effect/Resource/V1_0_0/Particles/Event/V3_0_0/FxPS_Eve_CS_Slash_B.json,126,9,138
Game/Effect/Resource/V1_0_0/Particles/Event/V3_0_0/FxPS_Eve_SealedLight_A.json,126,10,137
Game/Effect/Resource/V1_0_0/Particles/Btl/Ability/ID174_01/Eff_Btl_ID174_Skill01_B.json,126,9,135
Game/Effect/Resource/V1_0_0/Particles/Btl/Ability/ID908_01/Eff_Btl_ID908_Skill01_C.json,126,11,138
Game/Effect/Resource/V1_0_0/Particles/Btl/Ability/ID301_01/Eff_Btl_ID301_Skill06_B.json,126,10,141
Game/Effect/Resource/V1_0_0/Particles/Btl/Parameter/Eff_Btl_AddWeakness_Ice_A.json,126,10,138
Game/Effect/Resource/V1_0_0/Particles/Btl/Parameter/Eff_Btl_AddWeakness_Wind_A.json,126,10,139
Game/Effect/Resource/V1_0_0/Particles/Btl/Parallel/Nakri/ID9022_01/Eff_Nakri_Btl_ID9022_Skill02_A.json,126,9,136
Game/Effect/Resource/V1_0_0/Particles/Btl/Parallel/Nakri/ID9019_01/Eff_Nakri_Btl_ID9019_Skill02_A.json,126,10,136
Game/Effect/Resource/V1_0_0/Particles/Btl/Parallel/Ragasa/Eff_Ragasa_Btl_AuraM_A.json,126,8,135
Game/Effect/Resource/V1_0_0/Particles/Btl/Parallel/Ragasa/Eff_Ragasa_Btl_AuraG_A.json,126,8,135
Game/Effect/Resource/V1_0_0/Particles/Btl/Parallel/Ragasa/Eff_Ragasa_Btl_AuraF_A.json,126,8,135
Game/Effect/Resource/V1_0_0/Particles/Btl/weapon/Staff/Eff_Btl_PC_StaffXL_Single_Shot_A.json,126,10,136
Game/Effect/Resource/V1_0_0/Particles/Event/FxPS_Eve_Lyblac_Transform_A.json,125,9,134
Game/Effect/Resource/V1_0_0/Particles/Event/V3_0_0/FxPS_Eve_CS_GrimShade_C.json,125,9,135
Game/Effect/Resource/V1_0_0/Particles/Btl/Ability/ID313_01/Eff_Blt_ID313_WindFire_L_Single_A.json,125,9,138
Game/Effect/Resource/V1_0_0/Particles/Btl/Ability/Magician/Eff_Blt_Com_DarkL_Single_Shot_A.json,125,9,134
Game/Effect/Resource/V1_0_0/Particles/Btl/Parallel/Nakri/ID9020_01/Eff_Nakri_Btl_ID9020_Skill03_A.json,125,11,136
Game/Effect/Resource/V1_0_0/Particles/Btl/Parallel/THE/Eff_THE_Btl_PC_Bomb_A.json,125,13,142
Game/Effect/Resource/V1_0_0/Particles/Btl/Parallel/THE/Eff_THE_Btl_Ene_Bomb_A.json,125,13,142
Game/Effect/Resource/V1_0_0/Particles/Btl/Special/ID207/Eff_Ragasa_Btl_ID207_SP_A.json,125,12,139
Game/Effect/Resource/V1_0_0/Particles/Event/V3_0_0/FxPS_Eve_CS_Slash_A.json,124,9,136
Game/Effect/Resource/V1_0_0/Particles/Event/V3_0_0/FxPs_Eve_MagicC_Aura_C.json,124,9,136
Game/Effect/Resource/V1_0_0/Particles/Btl/Ability/Magician/Eff_Btl_Com_DarkS_Single_Shot_A.json,124,9,133
Game/Effect/Resource/V1_0_0/Particles/Btl/Ability/priest/Eff_Btl_ID305_Skill01_A.json,124,8,140
Game/Effect/Resource/V1_0_0/Particles/Btl/Parameter/Eff_Btl_AddWeakness_Light_A.json,124,10,136
Game/Effect/Resource/V1_0_0/Particles/Btl/Parallel/Nakri/ID9022_01/Eff_Nakri_Btl_ID9022_Skill03_A.json,124,11,137
Game/Effect/Resource/V1_0_0/Particles/Btl/Parallel/Nakri/ID9020_01/Eff_Nakri_Btl_ID9020_Skill03_A_Re.json,124,11,135
Game/Effect/Resource/V1_0_0/Particles/Btl/Parallel/Atsani/ID9012_01/Eff_Atsani_Btl_ID9012_Skill01_A.json,124,12,141
Game/Effect/Resource/V1_0_0/Particles/Btl/Parallel/Atsani/ID217_01/Eff_Atsani_Btl_ID217_Skill04_A.json,124,11,138
Game/Effect/Resource/V1_0_0/Particles/Btl/weapon/book/Eff_Btl_PC_BookS_Single_Shot_A.json,124,10,137
Game/Effect/Resource/V1_0_0/Particles/Btl/Summon/Eff_Btl_Summon_Area_A.json,124,13,138
Game/Effect/Resource/V1_0_0/Particles/Event/FxPS_Eve_AppearanceOrthaZan_A.json,123,10,133
Game/Effect/Resource/V1_0_0/Particles/Event/V3_0_0/FxPS_Eve_FlyingSpark_C.json,123,14,136
Game/Effect/Resource/V1_0_0/Particles/Event/V3_0_0/FxPS_Eve_CS_SoulSlash_A.json,123,12,134
Game/Effect/Resource/V1_0_0/Particles/Btl/Ability/ID174_01/Eff_Btl_ID174_Skill01_A.json,123,9,134
Game/Effect/Resource/V1_0_0/Particles/Btl/Ability/ID910_01/Eff_Btl_ID910_Skill01_A.json,123,9,132
Game/Effect/Resource/V1_0_0/Particles/Btl/Parallel/Hagupit/ID202_01/Eff_Hagupit_Btl_I202_SkillAdd01_A.json,123,10,134
Game/Effect/Resource/V1_0_0/Particles/Btl/Special/Eff_Btl_PC_DaggerBuff_SP_A.json,123,10,135
Game/Effect/Resource/V1_0_0/Particles/Btl/Special/Eff_Btl_PC_AxeBuff_SP_A.json,123,10,135
Game/Effect/Resource/V1_0_0/Particles/Btl/Special/Eff_Btl_PC_BookBuff_SP_A.json,123,10,135
Game/Effect/Resource/V1_0_0/Particles/Btl/Special/Eff_Btl_PC_FanBuff_SP_A.json,123,10,135
Game/Effect/Resource/V1_0_0/Particles/Btl/Special/Eff_Btl_PC_StaffBuff_SP_A.json,123,10,135
Game/Effect/Resource/V1_0_0/Particles/Btl/Special/Eff_Btl_PC_SwordBuff_SP_A.json,123,10,135
Game/Effect/Resource/V1_0_0/Particles/Btl/Special/Eff_Btl_PC_BowBuff_SP_A.json,123,10,135
Game/Effect/Resource/V1_0_0/Particles/Btl/Special/Eff_Btl_PC_SpearBuff_SP_A.json,123,10,135
Game/Effect/Resource/V1_0_0/Particles/Btl/Special/ID307/Eff_Btl_ID307_SP_A.json,123,9,154
Game/Effect/Resource/V1_0_0/Particles/Btl/Boss/Attach/Eff_Btl_Ene_OmSmoke_B.json,123,8,131
Game/Effect/Resource/V1_0_0/Particles/Btl/Boss/Attach/Eff_Btl_Boss_FraimDragon_A.json,123,10,136
Game/Effect/Resource/V1_0_0/Particles/Btl/Ability/ID225_01/Eff_Btl_ID225_Skill01_A.json,122,10,137
Game/Effect/Resource/V1_0_0/Particles/Btl/Ability/Thief/Eff_Btl_PC_CanaryAvatarSlash_A.json,122,11,142
Game/Effect/Resource/V1_0_0/Particles/Btl/Ability/Fencer/Eff_Btl_ID612_Skill04_A.json,122,9,131
Game/Effect/Resource/V1_0_0/Particles/Btl/Ability/hunter/Eff_Btl_PC_BowM_Thunder_All_A.json,122,9,137
Game/Effect/Resource/V1_0_0/Particles/Btl/Parallel/Krosa/ID228_01/Eff_Krosa_Btl_ID228_Skill09_A.json,122,12,136
Game/Effect/Resource/V1_0_0/Particles/Btl/Parallel/Jangmi/ID213_01/Eff_Jangmi_Btl_ID213_Skill02_A.json,122,11,134
Game/Effect/Resource/V1_0_0/Particles/Btl/weapon/Ax/Eff_Btl_PC_AxeXL_All_Shot_A.json,122,9,134
Game/Effect/Resource/V1_0_0/Particles/Btl/Special/Eff_Btl_DarkDeBuff_SP_A.json,122,10,136
Game/Effect/Resource/V1_0_0/Particles/Btl/Special/ID903/Eff_Btl_PC_Transform_Auguste_SP01_A.json,122,9,137
Game/Effect/Resource/V1_0_0/Particles/Btl/Other/Eff_Btl_LGhostAuraAng_Loop_A.json,122,8,134
Game/Effect/Resource/V1_0_0/Particles/Event/FxPs_Eve_Rondo_Hang_B.json,121,9,136
Game/Effect/Resource/V1_0_0/Particles/Event/FxPS_Eve_ObsidiansWarp_A.json,121,10,132
Game/Effect/Resource/V1_0_0/Particles/Event/V3_0_0/FxPS_Eve_SpoutAura_A.json,121,9,130
Game/Effect/Resource/V1_0_0/Particles/Event/V3_0_0/FxPS_Eve_MorphIdling_B.json,121,8,132
Game/Effect/Resource/V1_0_0/Particles/Event/V3_0_0/FxPS_Eve_Metamorp_C.json,121,8,129
Game/Effect/Resource/V1_0_0/Particles/Btl/Ability/ID9025_01/Eff_Btl_ID9025_Skill07_B.json,121,12,141
Game/Effect/Resource/V1_0_0/Particles/Btl/Ability/Thief/Eff_Btl_PC_DaggerSlash_Single_Shot_A.json,121,11,136
Game/Effect/Resource/V1_0_0/Particles/Btl/Ability/ID9016_01/Eff_Btl_ID9016_Skill02_A.json,121,9,134
Game/Effect/Resource/V1_0_0/Particles/Btl/Ability/Scholar/FxPS_Btl_SchIceMagicBst0_A.json,121,9,141
Game/Effect/Resource/V1_0_0/Particles/Btl/Ability/Magician/Eff_Btl_Com_ThunderS_Single_Shot_A.json,121,10,133
Game/Effect/Resource/V1_0_0/Particles/Btl/Ability/hunter/Eff_Btl_ID306_Skill04_B.json,121,10,139
Game/Effect/Resource/V1_0_0/Particles/Btl/Boss/Eff_Btl_Boss_Absorption_ForceField_A.json,121,9,135
Game/Effect/Resource/V1_0_0/Particles/Event/V3_0_0/FxPS_Eve_AuraShock_A.json,120,9,129
Game/Effect/Resource/V1_0_0/Particles/Event/V3_0_0/FxPS_Eve_FlyingLight_B.json,120,11,130
Game/Effect/Resource/V1_0_0/Particles/Event/V3_0_0/FxPs_Eve_Danas_Object_A.json,120,9,130
Game/Effect/Resource/V1_0_0/Particles/Btl/Ability/ID141_01/Eff_Btl_ID141_Skill03_A_Re.json,120,8,130
Game/Effect/Resource/V1_0_0/Particles/Btl/Ability/ID141_01/Eff_Btl_ID141_Skill03_A.json,120,8,130
Game/Effect/Resource/V1_0_0/Particles/Btl/Ability/ID904_01/Eff_Btl_ID904_Skill06_A.json,120,9,137
Game/Effect/Resource/V1_0_0/Particles/Btl/Ability/ID904_01/Eff_Btl_ID904_Skill05_A.json,120,9,136
Game/Effect/Resource/V1_0_0/Particles/Btl/Ability/Scholar/FxPS_Btl_SchIceMagicBst2_A.json,120,9,139
Game/Effect/Resource/V1_0_0/Particles/Btl/Ability/Magician/Eff_Blt_PC_IceXL_All_Shot_A2.json,120,9,138
Game/Effect/Resource/V1_0_0/Particles/Btl/Parallel/Nakri/ID9019_01/Eff_Nakri_Btl_ID9019_Skill01_A.json,120,9,130
Game/Effect/Resource/V1_0_0/Particles/Btl/Parallel/Jangmi/ID213_01/Eff_Jangmi_Btl_ID213_Skill05_A.json,120,9,133
Game/Effect/Resource/V1_0_0/Particles/Btl/weapon/Bow/Eff_Btl_PC_BowL_All_Shot_A.json,120,10,134
Game/Effect/Resource/V1_0_0/Particles/Btl/Special/ID141_01/Eff_Btl_ID141_SP_A_Re.json,120,11,130
Game/Effect/Resource/V1_0_0/Particles/Btl/Special/ID141_01/Eff_Btl_ID141_SP_A.json,120,11,130
Game/Effect/Resource/V1_0_0/Particles/Btl/Boss/Attach/Eff_Btl_AttachAura_C.json,120,9,129
Game/Effect/Resource/V1_0_0/Particles/Env/FxPS_Env_AutoDun_WarpPoint_Start_A.json,119,10,129
Game/Effect/Resource/V1_0_0/Particles/Event/V3_0_0/FxPS_Eve_CS_GrimShade_B.json,119,9,128
Game/Effect/Resource/V1_0_0/Particles/Btl/Ability/ID9026_01/Eff_Btl_ID9026_Skill01_C.json,119,9,142
Game/Effect/Resource/V1_0_0/Particles/Btl/Ability/ID9026_01/Eff_Btl_ID9026_Skill02_D.json,119,9,142
Game/Effect/Resource/V1_0_0/Particles/Btl/Ability/ID9026_01/Eff_Btl_ID9026_Skill06_D.json,119,9,142
Game/Effect/Resource/V1_0_0/Particles/Btl/Ability/ID9026_01/Eff_Btl_ID9026_Skill03_D.json,119,9,142
Game/Effect/Resource/V1_0_0/Particles/Btl/Ability/ID9026_01/Eff_Btl_ID9026_Skill04_D.json,119,9,142
Game/Effect/Resource/V1_0_0/Particles/Btl/Ability/ID9026_01/Eff_Btl_ID9026_Skill07_D.json,119,9,142
Game/Effect/Resource/V1_0_0/Particles/Btl/Ability/ID9026_01/Eff_Btl_ID9026_Skill05_E.json,119,9,142
Game/Effect/Resource/V1_0_0/Particles/Btl/Ability/Fencer/Eff_Btl_Com_AttackStressUpL_Single_Shot_A.json,119,10,140
Game/Effect/Resource/V1_0_0/Particles/Btl/Special/Eff_Blt_PC_Charge_SP_B.json,119,11,135
Game/Effect/Resource/V1_0_0/Particles/Btl/Special/ID9026_01/Eff_Btl_ID9026_SP_E.json,119,9,142
Game/Effect/Resource/V1_0_0/Particles/Btl/Special/ID608/Eff_Btl_PC_Elle_SP_B.json,119,10,131
Game/Effect/Resource/V1_0_0/Particles/Btl/Other/Eff_Btl_Chara_Piero_A.json,119,8,135
Game/Effect/Resource/V1_0_0/Particles/Btl/Boss/Attach/Eff_Btl_DivineRay_L_B.json,119,11,134
Game/Effect/Resource/V1_0_0/Particles/Env/Eff_Env_MirrorFlame_Open_A.json,118,10,128
Game/Effect/Resource/V1_0_0/Particles/Event/FxPS_Eve_ToDarkFrame_A.json,118,7,129
Game/Effect/Resource/V1_0_0/Particles/Event/FxPS_Eve_Hell_Gate.json,118,8,130
Game/Effect/Resource/V1_0_0/Particles/Event/Eff_Event_PowerCrystal_End_A.json,118,9,131
Game/Effect/Resource/V1_0_0/Particles/Event/V3_0_0/FxPs_Eve_Danas_Explosion_B.json,118,9,128
Game/Effect/Resource/V1_0_0/Particles/Btl/Ability/ID616_01/Eff_Btl_ID616_Skill02_A.json,118,10,131
Game/Effect/Resource/V1_0_0/Particles/Btl/Ability/ID614_01/Eff_Btl_ID614_Skill04_A.json,118,9,127
Game/Effect/Resource/V1_0_0/Particles/Btl/Ability/Magician/Eff_Btl_Common_ThunderXL_All_Shot_00_B.json,118,10,136
